Genus,Species,Clade,Higher Group,Order,Family,Extinct,Shape,Habitat,Total Length (cm),Fork Length (cm),Precaudal Length (cm),Head Length (cm),Snout Length (cm),OOL (cm),Head Height (cm),Mouth Width (cm),Dorsoventral Body Height (cm),Mediolateral Body Width (cm),Girth (cm),Prepectoral Length (cm),Prepelvic Length (cm),Bill Length (cm),Body Mass (g),Presence of Swimbladder,Presence of Heterocercal Caudal Fin,Specimen,Ontogenetic Status,Gender,Length As,N,drop,Reference,Weight Reference,Method of Measurement,Is Body Mass Estimated,Notes
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,174,158,153.5,34,7.04,26.96,25.97,,31.92,,,28.17,66.87,,,1,FALSE,,subadult,male,total length,1,,Arronte et al. 2004,,mixed,,Preorbital length remeasured because it did not agreee with the remaining proportions of the specimen
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,185.5,167,155,34.1,6.6,27.5,29.76,8,29.5,12,,39,74,,33700,1,FALSE,,,,total length,1,,Bañón et al. 2019a,Bañón et al. 2019a,mixed,FALSE,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,164,151,145,34,9.8,24.2,22.313,,31.005,,,25.43,66.55,,32700,1,FALSE,,,,total length,1,,Twomey and Byrne 1985,Twomey and Byrne 1985,mixed,FALSE,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,212,,173,39,8,31,,,42,,,,87,,,1,FALSE,,,female,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,205,,165,37.3,8,29.3,,,40,,,,71.5,,,1,FALSE,,,unknown,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,192,,154,35,7,28,,,37,,,,70,,,1,FALSE,,,female,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,184,,148,34,7.5,26.5,,,33,,,,73.5,,,1,FALSE,,,male,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,167,,138,31,6,25,,,36,,,,58.5,,,1,FALSE,,,female,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,163,,134,30,6.5,23.5,,,33,,,,65,,,1,FALSE,,,female,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,162.5,,128,32.5,9,23.5,,,33,,,,60,,,1,FALSE,,,female,total length,1,,Roux 1960,,reported measurements,,
Megalops,atlanticus,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,pelagic,152,,122,28.5,4.4,24.1,,,28.5,,,,62,,,1,FALSE,,,male,total length,1,,Roux 1960,,reported measurements,,
Megalops,cyprinoides,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,neritic,32.4,27.314,24.4,5.818,1.023,4.795,5.171,,7.207,,,5.33,11.65,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Megalops,cyprinoides,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,neritic,43.3,37.5,34.3,8.611,1.771,6.84,7.02,,9.458,,,8.3,16.84,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Megalops,cyprinoides,Actinopterygii,Basal Teleostei,Elopiformes,Megalopidae,0,fusiform,neritic,50.7,48.6783,44.7,10.4151,3.5313,6.8838,8.69,,11.4879,,,11.4879,21.9924,,,1,FALSE,,,,total length,1,,Dolganov et al. 2008,,mixed,,"Estimated from picture, caudal rays damaged a bit"
Hiodon,tergisus,Actinopterygii,Basal Teleostei,Hiodontiformes,Hiodontidae,0,fusiform,neritic,26.2,25,21.8,5.063,1.131,3.932,4.169,1.078,7.041,2.807,17.5,,,,197.946113200944,1,FALSE,CMNH 35a,,,total length,1,,Present Study,Talajic 1980,measured from specimen,TRUE,"Equation from lower Ottawa River, 1977 used, used fork length instead of total length to account for tail being potentially folded back in other study"
Hiodon,tergisus,Actinopterygii,Basal Teleostei,Hiodontiformes,Hiodontidae,0,fusiform,neritic,21.8,20.6,18.7,4.366,0.847,3.519,3.248,0.936,5.433,1.909,13,,,,106.690167940844,1,FALSE,CMNH 35b,,,total length,1,,Present Study,Talajic 1980,measured from specimen,TRUE,"Equation from lower Ottawa River, 1977 used, used fork length instead of total length to account for tail being potentially folded back in other study"
Hiodon,tergisus,Actinopterygii,Basal Teleostei,Hiodontiformes,Hiodontidae,0,fusiform,neritic,25.7,23.9,22.5,4.744,0.948,3.796,3.927,1.073,6.54,2.502,15.8,,,,171.513687017015,1,FALSE,CMNH 35c,,,total length,1,,Present Study,Talajic 1980,measured from specimen,TRUE,"Equation from lower Ottawa River, 1977 used, used fork length instead of total length to account for tail being potentially folded back in other study"
Hiodon,tergisus,Actinopterygii,Basal Teleostei,Hiodontiformes,Hiodontidae,0,fusiform,neritic,12.9,12.2,10.65,2.732,0.607,2.125,1.969,0.68,3.184,1.056,7.8,,,,19.5556659010058,1,FALSE,CMNH 3993a,juvenile,,total length,1,,Present Study,Talajic 1980,measured from specimen,TRUE,"Equation from lower Ottawa River, 1977 used, used fork length instead of total length to account for tail being potentially folded back in other study"
Hiodon,tergisus,Actinopterygii,Basal Teleostei,Hiodontiformes,Hiodontidae,0,fusiform,neritic,27,25,22.6,5.369,1.13,4.239,4.351,1.388,7.306,2.911,18.1,,,,197.946113200944,1,FALSE,CMNH 3993b,adult,,total length,1,,Present Study,Talajic 1980,measured from specimen,TRUE,"Equation from lower Ottawa River, 1977 used, used fork length instead of total length to account for tail being potentially folded back in other study"
Arapaima,gigas,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,elongate,demersal,190,,183.26,42.4398,7.8404,34.5994,22.96,15.09,45.46,31.2930911706528,,56.17,113.41,,70500,1,FALSE,,,,total length,1,,Scadeng et al. 2020,Scadeng et al. 2020,mixed,FALSE,
Arapaima,gigas,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,elongate,demersal,92.072,,86.5,19.19,3.225,15.965,9.89,7.616,13.923,,,,,,,1,FALSE,OSUM 18523-S,,,total length,1,,Present Study,,measured from specimen,,skeletonized specimen
Arapaima,leptosoma,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,elongate,demersal,83,,77.2,18.06,4.0144,15.02,8.0288,5.6356,10.9624,10.48,,9.53,49.4852,,5472.04723479379,1,FALSE,,,,total length,1,,Stewart 2013,Martinelli et al. 1999,mixed,,Head length and OOL measured minus opercular flap
Heterotis,niloticus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,neritic,46.045,,41.32,11.95,4.556,7.394,7.856,,10.82,,,9.42,19.52,,,1,FALSE,MNHN-IC-1909-0402,,,total length,1,,MNHN online database,,measured from figure/photo,,"Head length and OOL measured to posterior margin of bony operculum, because fleshy flap does not appear to cover gills. Length-weight from Buyo reservoir in Tah et al. (2012)"
Heterotis,niloticus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,neritic,46.49,,43.17,8.668,1.601,7.067,8.002,,9.92,5.52,,,,,496.17832200547,1,FALSE,MNHN-IC-B-2221,,,total length,1,,MNHN online database,Tah et al. 2012,measured from figure/photo,,"Head length and OOL measured to posterior margin of bony operculum, because fleshy flap does not appear to cover gills. Length-weight from Buyo reservoir in Tah et al. (2012)"
Mormyrus,subundulatus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Mormyridae,0,fusiform,demersal,27.88,25.74,24.36,6.55,2.39,4.16,4.28,,6.07,,,5.91,10.502,,,1,FALSE,CAS SU 63507,,,total length,1,,Monarch 2022,,measured from figure/photo,,"Weight estimated using the length-weight model for Mormyrus rume. No length-weight equation was available for M. subundulatus, but M. rume in this study spanned the same lengths and was similar in body shape"
Osteoglossum,bicirrhosum,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,elongate,neritic,27.58188,,25.211,5.259,1.13,4.129,3.937,,,,,4.202,,,,1,FALSE,,,,total length,94,,Castro Leal and Sant-Anna 2006,,reported measurements,,Converted to total length using equations of Giarizzo et al. 2015.
Osteoglossum,ferrerai,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,elongate,neritic,13.27404,,11.963,2.425,0.575,1.85,1.705,,,,,2.069,,,,1,FALSE,,,,total length,53,,Castro Leal and Sant-Anna 2006,,reported measurements,,"Converted to total length using equations of Giarizzo et al. 2015, assuming Osteoglossum ferrerai and O. bichirrhosum have similar proportions"
Scleropages,aureus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,demersal,30.59,,25.57,6.14,1.33,4.81,5.15,,6.59,,,4.55,12.29,,,1,FALSE,MZB 11906,,,total length,1,,Pouyaud et al. 2003,,measured from figure/photo,,"Remeasured because Pouyaud et al. reported head length to end of supraoccipital, not opercle. Length-weight equation for S. jardini used, as length-weight equation for Asian Scleropages could not be located"
Scleropages,aureus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,demersal,43.35,,35.5,8.62,1.74,6.88,7.06,,9.35,,,6.27,16.95,,,1,FALSE,MZB 11911,,,total length,1,,Pouyaud et al. 2003,,measured from figure/photo,,
Scleropages,formosus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,demersal,27.43,,22.538,4.868,1.032,3.836,4.194,,6.092,,,4.558,11.899,,,1,FALSE,IVPP V OP 80,,,total length,1,,Jiang-Yong and Wilson 2017,,measured from figure/photo,,"Length-weight equation for S. jardini used, as length-weight equation for Asian Scleropages could not be located"
Scleropages,formosus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,demersal,31.8,,26.2,6.48,1.511,4.969,5.072,,6.03,,,5.543,13.8,,,1,FALSE,MZB 11889,,,total length,1,,Pouyaud et al. 2003,,measured from figure/photo,,"Remeasured because Pouyaud et al. reported head length to end of supraoccipital, not opercle. Length-weight equation for S. jardini used, as length-weight equation for Asian Scleropages could not be located"
Scleropages,leichardti,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,neritic,31.622,,26.759,6.213,1.03,5.183,4.521,,6.763,,,5.658,13.786,,,1,FALSE,IVPP V OP 81,,,total length,1,,Jiang-Yong and Wilson 2017,,measured from figure/photo,,
Scleropages,macrocephalus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,demersal,36.07,,30.4,7.88,1.62,6.26,6.23,,7.9,,,6.04,16.02,,,1,FALSE,MZB 11900,,,total length,1,,Pouyaud et al. 2003,,measured from figure/photo,,
Scleropages,macrocephalus,Actinopterygii,Basal Teleostei,Osteoglossiformes,Osteoglossidae,0,fusiform,demersal,33.81,,29.3,6.72,1.28,5.29,6.08,,7.91,,,5.47,15.5,,,1,FALSE,MZB 11898,,,total length,1,,Pouyaud et al. 2003,,measured from figure/photo,,"Remeasured because Pouyaud et al. reported head length to end of supraoccipital, not opercle. Length-weight equation for S. jardini used, as length-weight equation for Asian Scleropages could not be located"
Alepocephalus,bairdii,Actinopterygii,Ostariophysi,Alepocephaliformes,Alepocephalidae,0,fusiform,demersal,69.54,64.965,61,14.335,3.355,10.98,,,11.59,6.1,,16.47,29.28,,2508.46665855855,FALSE,FALSE,USNM 22468,,,total length,1,,Goode and Bean 1879c,Meiners-Mandujano et al. 2018,reported measurements,TRUE,
Narcetes,shonanmaruae,Actinopterygii,Ostariophysi,Alepocephaliformes,Alepocephalidae,0,fusiform,demersal,138,122.36,121,29.524,8.591,20.933,20.48,,16.335,,,25.65,72.479,,22600,FALSE,FALSE,SH8-69,,,total length,1,,Fujiwara et al. 2021,Fujiwara et al. 2021,reported measurements,FALSE,
Narcetes,shonanmaruae,Actinopterygii,Ostariophysi,Alepocephaliformes,Alepocephalidae,0,fusiform,demersal,122,,104,28.496,8.944,19.552,,,19.032,,,,60.84,,14800,FALSE,FALSE,SH8-43,,,total length,1,,Fujiwara et al. 2021,Fujiwara et al. 2021,reported measurements,FALSE,
Narcetes,shonanmaruae,Actinopterygii,Ostariophysi,Alepocephaliformes,Alepocephalidae,0,fusiform,demersal,125,,115,28.405,8.855,19.55,,,26.335,,,,69.345,,19000,FALSE,FALSE,SH12-1,,,total length,1,,Fujiwara et al. 2021,Fujiwara et al. 2021,reported measurements,FALSE,
Narcetes,shonanmaruae,Actinopterygii,Ostariophysi,Alepocephaliformes,Alepocephalidae,0,fusiform,demersal,132,,117.5,28.7875,8.8125,19.975,,,27.965,,,,76.2575,,24900,FALSE,FALSE,SH12-14,,,total length,1,,Fujiwara et al. 2021,Fujiwara et al. 2021,reported measurements,FALSE,
Acestrorhynchus,pantaneiro,Actinopterygii,Ostariophysi,Characiformes,Acestrorhynchidae,0,fusiform,neritic,13.1,12.39,11.1,3.27,1.33,1.94,1.84,,2.24,,,3,5.91,,14.2,1,FALSE,,,,total length,1,,Einhardt et al. 2014,Einhardt et al. 2014,mixed,FALSE,
Astyanax,lacustreis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,7.972,7.35,6.457,1.355,0.23,1.125,1.655,,2.825,,,1.299,,,,1,FALSE,,,,total length,1,,Pinho et al. 2021,,measured from figure/photo,,
Brycinus,macrolepidotis,Actinopterygii,Ostariophysi,Characiformes,Alestiidae,0,fusiform,neritic,12.17,,10.26,2.03,0.77,1.26,,,2.67,,,,,,36.63,1,FALSE,,juvenile,,total length,60,,Idowu et al. 2019,Idowu et al. 2019,reported measurements,FALSE,
Brycinus,macrolepidotis,Actinopterygii,Ostariophysi,Characiformes,Alestiidae,0,fusiform,neritic,17.91,,15.14,3.29,1.14,2.15,,,4.23,,,,,,79.97,1,FALSE,,subadult,,total length,60,,Idowu et al. 2019,Idowu et al. 2019,reported measurements,FALSE,
Brycinus,macrolepidotis,Actinopterygii,Ostariophysi,Characiformes,Alestiidae,0,fusiform,neritic,22.87,,20.19,3.69,1.22,2.47,,,5.26,,,,,,139.7,1,FALSE,,,,total length,60,,Idowu et al. 2019,Idowu et al. 2019,reported measurements,FALSE,
Brycinus,nurse,Actinopterygii,Ostariophysi,Characiformes,Alestiidae,0,fusiform,neritic,11.04,,8.96,2.14,0.68,1.46,,,2.76,1.575,,,,,15.75,1,FALSE,,,,total length,20,,Ahmed et al. 2020,Ahmed et al. 2020,reported measurements,FALSE,Prepectoral and prepelvic lengths not listed as these measurements do not agree with images of Brycinus nurse
Brycon,coxeyi,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,neritic,23.91,21.74,19.29,5.63,1.43,4.2,4.62,,6.08,,,4.62,9.62,,,1,FALSE,MEPN uncataloged,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,coxeyi,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,neritic,16.52,14.92,13.15,3.55,0.85,2.7,3.3,,4.35,,,2.99,6.21,,,1,FALSE,MUSM 6136a,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,coxeyi,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,neritic,16.71,15.31,13.58,3.98,1.01,2.97,3.74,,5.03,,,3.4,6.77,,,1,FALSE,MUSM 6136b,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,27.45,26.04,22.6,5.32,1.3,4.02,5.45,,8.18,,,4.79,10.57,,,1,FALSE,MZUSP 91493,,,total length,1,,Lima 2017,,measured from figure/photo,,Caudal rays damaged
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,15.07,14.11,12.24,3.24,0.66,2.58,3.24,,4.72,,,2.94,6.02,,,1,FALSE,MZUSP 17530,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,16.05,,13.34,3.61,0.97,2.64,3.61,,5,,,3.28,6.39,,,1,FALSE,INHS 43928,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,13.85,12.8,11.1,2.83,0.65,2.18,2.9,,4.03,,,2.66,5.11,,,1,FALSE,ANSP 16212,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,14.68,13.15,11.35,3.02,0.7,2.32,3.2,,4.33,,,2.7,5.22,,,1,FALSE,INHS 61479,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,25.06,23.61,20,4.8,1.19,3.61,5.25,,8.44,,,4.11,9.14,,,1,FALSE,MZUSP 36782,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,38.33,36.21,31,6.9,1.59,5.31,7.3,,11.21,,,5.93,14.77,,,1,FALSE,MZUSP 98119,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,53,,43.47,10.92,2.68,8.24,11.76,,16.3,,,9.36,20.24,,,1,FALSE,MZUSP 61132,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,35.79,,29,6.12,1.18,4.94,7.74,,13.39,,,4.8,13.29,,,1,FALSE,MZUSP 103036,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,16.76,15.56,13.53,3.47,0.88,2.59,3.69,,5.01,,,2.97,6.17,,,1,FALSE,MZUSP 18077,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,24.95,23.35,20.22,4.55,1.01,3.54,5.43,,8.26,,,4.47,9.71,,,1,FALSE,MZUSP 61056,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,falcatus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,24.32,23.08,19.77,4.66,0.94,3.72,4.57,,6.69,,,4.34,9.29,,,1,FALSE,MZUSP 48113,,,total length,1,,Lima 2017,,measured from figure/photo,,Caudal rays damaged
Brycon,howesi,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,neritic,28.4,25.83,23.48,6,1.53,4.47,4.97,,7.18,,,5.27,11.07,,,1,FALSE,MZUSP 53803,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,howesi,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,neritic,21.1,18.58,16.71,4.87,1.33,3.54,3.89,,5.02,,,4.31,8.29,,,1,FALSE,MZUSP 101506,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,insignis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,17.912,16.274,14.48,4.273,1.055,3.218,2.938,,4.207,,,3.845,7.063,,,1,FALSE,NMW 62925:2,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,insignis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,31.322,29.466,25.9,6.569,1.758,4.811,5.495,,7.778,,,5.544,11.356,,,1,FALSE,MZUSP 103045,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,insignis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,37.722,34.324,31.04,7.662,1.368,6.294,7.186,,9.303,,,6.409,14.517,,,1,FALSE,MZUSP 62746,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,opalinus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,32.621,30.314,27.45,6.33,1.448,4.882,5.401,,8.948,,,5.334,13.711,,,1,FALSE,MZUSP 50805,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,opalinus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,29.85,27.443,24.77,5.422,1.095,4.327,4.949,,8.47,,,4.87,12.131,,,1,FALSE,MZUSP 59280,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,opalinus,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,27.957,25.815,23.32,4.669,0.814,3.855,4.69,,11.351,,,4.251,11.351,,,1,FALSE,MZUSP 19127,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,polylepis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,22.95,21.6,19.71,4.19,0.930000000000001,3.26,3.59,,5.38,,,3.93,8.26,,,1,FALSE,MBUCV-V 15094,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,polylepis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,25.86,24.53,20.39,4.42,1.26,3.16,3.68,,5.35,,,4.04,8.93,,,1,FALSE,MZUSP 70413,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,polylepis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,15.68,13.89,12.24,2.84,0.86,1.98,2.22,,3.13,,,2.64,5.2,,,1,FALSE,MCP 16008,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,polylepis,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,14.83,13.98,12.41,2.69,0.68,2.01,2.17,,2.75,,,2.55,5.42,,,1,FALSE,INHS 44001,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,stolzmanni,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,15.273,14.246,12.41,3.618,0.773,2.845,3.123,,4.305,,,3.064,6.309,,,1,FALSE,NMW 62731:1,,,total length,1,,Lima 2017,,measured from figure/photo,,Caudal rays damaged
Brycon,stolzmanni,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,19.038,18.124,16.05,4.303,1.037,3.266,4.32,,5.43,,,3.729,7.92,,,1,FALSE,ROM 52237,,,total length,1,,Lima 2017,,measured from figure/photo,,Caudal rays damaged
Brycon,vermelha,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,46.997,43.422,39.5,10.786,2.557,8.229,9.07,,13.64,,,9.227,19.015,,,1,FALSE,MZUSP 53303,,,total length,1,,Lima 2017,,measured from figure/photo,,
Brycon,vermelha,Actinopterygii,Ostariophysi,Characiformes,Characidae,0,fusiform,demersal,26.699,24.058,21.53,6.159,1.64,4.519,4.849,,6.758,,,5.53,10.224,,,1,FALSE,MZUSP 70217,,,total length,1,,Lima 2017,,measured from figure/photo,,
Bryconops,cyrtogaster,Actinopterygii,Ostariophysi,Characiformes,Iguanodectidae,0,fusiform,demersal,8.772,8.092,7.4,1.6537,0.3807,1.273,1.5384,,2.3967,,,1.57,3.33,,,1,FALSE,BMNH 1926.495-514a,,,total length,1,,Silva-Oliveira et al. 2020,,measured from figure/photo,,Length-weight equation for Bryconops caudimaculatus used
